sgRNA,Gene,Category
RAD51AP2-2,RAD51AP2,Other
RAD51AP2-3,RAD51AP2,Other
RAD51AP2-4,RAD51AP2,Other
TMEM242-1,TMEM242,Other
TMEM242-2,TMEM242,Other
TMEM242-3,TMEM242,Other
TMEM242-4,TMEM242,Other
PRAMEF14-1,PRAMEF14,Other
PRAMEF14-2,PRAMEF14,Other
PRAMEF14-3,PRAMEF14,Other
PRAMEF14-4,PRAMEF14,Other
FAM72A-1,FAM72A,Other
FAM72A-2,FAM72A,Other
FAM72A-3,FAM72A,Other
FAM72A-4,FAM72A,Other
RGPD6-1,RGPD6,Other
RGPD6-2,RGPD6,Other
RGPD6-3,RGPD6,Other
RGPD6-4,RGPD6,Other
FAM231A-1,FAM231A,Other
FAM231A-2,FAM231A,Other
FAM231A-3,FAM231A,Other
FAM231A-4,FAM231A,Other
SPDYE6-1,SPDYE6,Other
SPDYE6-2,SPDYE6,Other
SPDYE6-3,SPDYE6,Other
SPDYE6-4,SPDYE6,Other
PRR23A-1,PRR23A,Other
PRR23A-2,PRR23A,Other
PRR23A-3,PRR23A,Other
PRR23A-4,PRR23A,Other
ZNF812-1,ZNF812,Other
ZNF812-2,ZNF812,Other
ZNF812-3,ZNF812,Other
ZNF812-4,ZNF812,Other
CCDC175-1,CCDC175,Other
CCDC175-2,CCDC175,Other
CCDC175-3,CCDC175,Other
CCDC175-4,CCDC175,Other
ZNF878-1,ZNF878,Other
ZNF878-2,ZNF878,Other
ZNF878-3,ZNF878,Other
ZNF878-4,ZNF878,Other
OR4F29-1,OR4F29,Other
OR4F29-2,OR4F29,Other
OR4F29-3,OR4F29,Other
OR4F29-4,OR4F29,Other
CEACAM18-1,CEACAM18,Other
CEACAM18-2,CEACAM18,Other
CEACAM18-3,CEACAM18,Other
CEACAM18-4,CEACAM18,Other
FAM160A1-1,FAM160A1,Other
FAM160A1-2,FAM160A1,Other
FAM160A1-3,FAM160A1,Other
FAM160A1-4,FAM160A1,Other
UMAD1-1,UMAD1,Other
UMAD1-2,UMAD1,Other
UMAD1-3,UMAD1,Other
UMAD1-4,UMAD1,Other
RGPD2-1,RGPD2,Other
RGPD2-2,RGPD2,Other
RGPD2-3,RGPD2,Other
RGPD2-4,RGPD2,Other
TBC1D3-1,TBC1D3,Other
TBC1D3-2,TBC1D3,Other
TBC1D3-3,TBC1D3,Other
TBC1D3-4,TBC1D3,Other
TBC1D3H-1,TBC1D3H,Other
TBC1D3H-2,TBC1D3H,Other
TBC1D3H-3,TBC1D3H,Other
TBC1D3H-4,TBC1D3H,Other
ISPD-1,ISPD,Other
ISPD-2,ISPD,Other
ISPD-3,ISPD,Other
ISPD-4,ISPD,Other
SHISA7-1,SHISA7,Other
SHISA7-2,SHISA7,Other
SHISA7-3,SHISA7,Other
SHISA7-4,SHISA7,Other
MORN2-1,MORN2,Other
MORN2-2,MORN2,Other
MORN2-3,MORN2,Other
MORN2-4,MORN2,Other
RFPL4AL1-1,RFPL4AL1,Other
RFPL4AL1-2,RFPL4AL1,Other
RFPL4AL1-3,RFPL4AL1,Other
RFPL4AL1-4,RFPL4AL1,Other
MEF2BNB-1,MEF2BNB,Other
MEF2BNB-2,MEF2BNB,Other
MEF2BNB-3,MEF2BNB,Other
MEF2BNB-4,MEF2BNB,Other
SHISA9-1,SHISA9,Other
SHISA9-2,SHISA9,Other
SHISA9-3,SHISA9,Other
SHISA9-4,SHISA9,Other
SEC14L6-1,SEC14L6,Other
SEC14L6-2,SEC14L6,Other
SEC14L6-3,SEC14L6,Other
SEC14L6-4,SEC14L6,Other
ZNF814-1,ZNF814,Other
ZNF814-2,ZNF814,Other
ZNF814-3,ZNF814,Other
ZNF814-4,ZNF814,Other
ZNF726-1,ZNF726,Other
ZNF726-2,ZNF726,Other
ZNF726-3,ZNF726,Other
ZNF726-4,ZNF726,Other
C16orf52-1,C16orf52,Other
C16orf52-2,C16orf52,Other
C16orf52-3,C16orf52,Other
C16orf52-4,C16orf52,Other
FAM166B-1,FAM166B,Other
FAM166B-2,FAM166B,Other
FAM166B-3,FAM166B,Other
FAM166B-4,FAM166B,Other
TMEM229A-1,TMEM229A,Other
TMEM229A-2,TMEM229A,Other
TMEM229A-3,TMEM229A,Other
TMEM229A-4,TMEM229A,Other
LOC730159-1,LOC730159,Other
LOC730159-2,LOC730159,Other
LOC730159-3,LOC730159,Other
LOC730159-4,LOC730159,Other
LOC730183-1,LOC730183,Other
LOC730183-2,LOC730183,Other
LOC730183-3,LOC730183,Other
LOC730183-4,LOC730183,Other
IRG1-1,IRG1,Other
IRG1-2,IRG1,Other
IRG1-3,IRG1,Other
IRG1-4,IRG1,Other
PPIAL4E-1,PPIAL4E,Other
PPIAL4E-2,PPIAL4E,Other
PPIAL4E-3,PPIAL4E,Other
PPIAL4E-4,PPIAL4E,Other
ZNF735-1,ZNF735,Other
ZNF735-2,ZNF735,Other
ZNF735-3,ZNF735,Other
ZNF735-4,ZNF735,Other
KRTAP2-3-1,KRTAP2-3,Other
KRTAP2-3-2,KRTAP2-3,Other
KRTAP2-3-3,KRTAP2-3,Other
KRTAP2-3-4,KRTAP2-3,Other
RFX8-1,RFX8,Other
RFX8-2,RFX8,Other
RFX8-3,RFX8,Other
RFX8-4,RFX8,Other
METTL12-1,METTL12,Other
METTL12-2,METTL12,Other
METTL12-3,METTL12,Other
METTL12-4,METTL12,Other
CEMP1-1,CEMP1,Other
CEMP1-2,CEMP1,Other
CEMP1-3,CEMP1,Other
CEMP1-4,CEMP1,Other
LUZP6-1,LUZP6,Other
LUZP6-2,LUZP6,Other
LUZP6-3,LUZP6,Other
LUZP6-4,LUZP6,Other
PRCD-1,PRCD,Other
PRCD-2,PRCD,Other
PRCD-3,PRCD,Other
PRCD-4,PRCD,Other
RELL1-1,RELL1,Other
RELL1-2,RELL1,Other
RELL1-3,RELL1,Other
RELL1-4,RELL1,Other
PSAPL1-1,PSAPL1,Other
PSAPL1-2,PSAPL1,Other
PSAPL1-3,PSAPL1,Other
PSAPL1-4,PSAPL1,Other
TVP23A-1,TVP23A,Other
TVP23A-2,TVP23A,Other
TVP23A-3,TVP23A,Other
TVP23A-4,TVP23A,Other
UQCC3-1,UQCC3,Other
UQCC3-2,UQCC3,Other
UQCC3-3,UQCC3,Other
UQCC3-4,UQCC3,Other
DDTL-1,DDTL,Other
DDTL-2,DDTL,Other
DDTL-3,DDTL,Other
DDTL-4,DDTL,Other
SIGLEC14-1,SIGLEC14,Other
SIGLEC14-2,SIGLEC14,Other
SIGLEC14-3,SIGLEC14,Other
SIGLEC14-4,SIGLEC14,Other
POM121C-1,POM121C,Other
POM121C-2,POM121C,Other
POM121C-3,POM121C,Other
POM121C-4,POM121C,Other
ZSCAN30-1,ZSCAN30,Other
ZSCAN30-2,ZSCAN30,Other
ZSCAN30-3,ZSCAN30,Other
ZSCAN30-4,ZSCAN30,Other
TMEM170B-1,TMEM170B,Other
TMEM170B-2,TMEM170B,Other
TMEM170B-3,TMEM170B,Other
TMEM170B-4,TMEM170B,Other
ZGLP1-1,ZGLP1,Other
ZGLP1-2,ZGLP1,Other
ZGLP1-3,ZGLP1,Other
ZGLP1-4,ZGLP1,Other
KIAA1024L-1,KIAA1024L,Other
KIAA1024L-2,KIAA1024L,Other
KIAA1024L-3,KIAA1024L,Other
KIAA1024L-4,KIAA1024L,Other
C10orf131-1,C10orf131,Other
C10orf131-2,C10orf131,Other
C10orf131-3,C10orf131,Other
C10orf131-4,C10orf131,Other
C8orf88-1,C8orf88,Other
C8orf88-2,C8orf88,Other
C8orf88-3,C8orf88,Other
C8orf88-4,C8orf88,Other
FAM229A-1,FAM229A,Other
FAM229A-2,FAM229A,Other
FAM229A-3,FAM229A,Other
FAM229A-4,FAM229A,Other
HGC6.3-1,HGC6.3,Other
HGC6.3-2,HGC6.3,Other
HGC6.3-3,HGC6.3,Other
HGC6.3-4,HGC6.3,Other
TRAPPC3L-1,TRAPPC3L,Other
TRAPPC3L-2,TRAPPC3L,Other
TRAPPC3L-3,TRAPPC3L,Other
TRAPPC3L-4,TRAPPC3L,Other
C20orf78-1,C20orf78,Other
C20orf78-2,C20orf78,Other
C20orf78-3,C20orf78,Other
C20orf78-4,C20orf78,Other
CTAGE4-1,CTAGE4,Other
CTAGE4-2,CTAGE4,Other
CTAGE4-3,CTAGE4,Other
CTAGE4-4,CTAGE4,Other
C19orf71-1,C19orf71,Other
C19orf71-2,C19orf71,Other
C19orf71-3,C19orf71,Other
C19orf71-4,C19orf71,Other
OST4-1,OST4,Other
OST4-2,OST4,Other
OST4-3,OST4,Other
OST4-4,OST4,Other
LOC100129083-1,LOC100129083,Other
LOC100129083-2,LOC100129083,Other
LOC100129083-3,LOC100129083,Other
LOC100129083-4,LOC100129083,Other
BTNL10-1,BTNL10,Other
BTNL10-2,BTNL10,Other
BTNL10-3,BTNL10,Other
BTNL10-4,BTNL10,Other
KHDC1L-1,KHDC1L,Other
KHDC1L-2,KHDC1L,Other
KHDC1L-3,KHDC1L,Other
KHDC1L-4,KHDC1L,Other
LOC100129216-1,LOC100129216,Other
LOC100129216-2,LOC100129216,Other
LOC100129216-3,LOC100129216,Other
LOC100129216-4,LOC100129216,Other
CXorf51A-1,CXorf51A,Other
CXorf51A-2,CXorf51A,Other
CXorf51A-3,CXorf51A,Other
CXorf51A-4,CXorf51A,Other
C1orf68-1,C1orf68,Other
C1orf68-2,C1orf68,Other
C1orf68-3,C1orf68,Other
C1orf68-4,C1orf68,Other
SMIM10L1-1,SMIM10L1,Other
SMIM10L1-2,SMIM10L1,Other
SMIM10L1-3,SMIM10L1,Other
SMIM10L1-4,SMIM10L1,Other
C9orf92-1,C9orf92,Other
C9orf92-2,C9orf92,Other
C9orf92-3,C9orf92,Other
C9orf92-4,C9orf92,Other
MKRN2OS-1,MKRN2OS,Other
MKRN2OS-2,MKRN2OS,Other
MKRN2OS-3,MKRN2OS,Other
MKRN2OS-4,MKRN2OS,Other
LOC100129520-1,LOC100129520,Other
LOC100129520-2,LOC100129520,Other
LOC100129520-3,LOC100129520,Other
LOC100129520-4,LOC100129520,Other
ZNF730-1,ZNF730,Other
ZNF730-2,ZNF730,Other
ZNF730-3,ZNF730,Other
ZNF730-4,ZNF730,Other
FAM47E-1,FAM47E,Other
FAM47E-2,FAM47E,Other
FAM47E-3,FAM47E,Other
FAM47E-4,FAM47E,Other
TCF24-1,TCF24,Other
TCF24-2,TCF24,Other
TCF24-3,TCF24,Other
TCF24-4,TCF24,Other
IZUMO3-1,IZUMO3,Other
IZUMO3-2,IZUMO3,Other
IZUMO3-3,IZUMO3,Other
IZUMO3-4,IZUMO3,Other
LOC100129697-1,LOC100129697,Other
LOC100129697-2,LOC100129697,Other
LOC100129697-3,LOC100129697,Other
LOC100129697-4,LOC100129697,Other
CCDC152-1,CCDC152,Other
CCDC152-2,CCDC152,Other
CCDC152-3,CCDC152,Other
CCDC152-4,CCDC152,Other
ZNF737-1,ZNF737,Other
ZNF737-2,ZNF737,Other
ZNF737-3,ZNF737,Other
ZNF737-4,ZNF737,Other
LOC100129924-1,LOC100129924,Other
LOC100129924-2,LOC100129924,Other
LOC100129924-3,LOC100129924,Other
LOC100129924-4,LOC100129924,Other
LOC100129940-1,LOC100129940,Other
LOC100129940-2,LOC100129940,Other
LOC100129940-3,LOC100129940,Other
LOC100129940-4,LOC100129940,Other
HSFX2-1,HSFX2,Other
HSFX2-2,HSFX2,Other
HSFX2-3,HSFX2,Other
HSFX2-4,HSFX2,Other
CCDC166-1,CCDC166,Other
CCDC166-2,CCDC166,Other
CCDC166-3,CCDC166,Other
CCDC166-4,CCDC166,Other
C8orf89-1,C8orf89,Other
C8orf89-2,C8orf89,Other
C8orf89-3,C8orf89,Other
C8orf89-4,C8orf89,Other
SUPT20HL1-1,SUPT20HL1,Other
SUPT20HL1-2,SUPT20HL1,Other
SUPT20HL1-3,SUPT20HL1,Other
SUPT20HL1-4,SUPT20HL1,Other
C17orf107-1,C17orf107,Other
C17orf107-2,C17orf107,Other
C17orf107-3,C17orf107,Other
C17orf107-4,C17orf107,Other
TMEM262-1,TMEM262,Other
TMEM262-2,TMEM262,Other
TMEM262-3,TMEM262,Other
TMEM262-4,TMEM262,Other
LOC100130357-1,LOC100130357,Other
LOC100130357-2,LOC100130357,Other
LOC100130357-3,LOC100130357,Other
LOC100130357-4,LOC100130357,Other
CXorf49-1,CXorf49,Other
CXorf49-2,CXorf49,Other
CXorf49-3,CXorf49,Other
CXorf49-4,CXorf49,Other
LOC100130370-1,LOC100130370,Other
LOC100130370-2,LOC100130370,Other
LOC100130370-3,LOC100130370,Other
LOC100130370-4,LOC100130370,Other
LOC100130451-1,LOC100130451,Other
LOC100130451-2,LOC100130451,Other
LOC100130451-3,LOC100130451,Other
LOC100130451-4,LOC100130451,Other
TMEM221-1,TMEM221,Other
TMEM221-2,TMEM221,Other
TMEM221-3,TMEM221,Other
TMEM221-4,TMEM221,Other
C10orf142-1,C10orf142,Other
C10orf142-2,C10orf142,Other
C10orf142-3,C10orf142,Other
C10orf142-4,C10orf142,Other
PRR32-1,PRR32,Other
PRR32-2,PRR32,Other
PRR32-3,PRR32,Other
PRR32-4,PRR32,Other
LOC100130705-1,LOC100130705,Other
LOC100130705-2,LOC100130705,Other
LOC100130705-3,LOC100130705,Other
LOC100130705-4,LOC100130705,Other
LRRC70-1,LRRC70,Other
LRRC70-2,LRRC70,Other
LRRC70-3,LRRC70,Other
LRRC70-4,LRRC70,Other
LRRC69-1,LRRC69,Other
LRRC69-2,LRRC69,Other
LRRC69-3,LRRC69,Other
LRRC69-4,LRRC69,Other
SBK3-1,SBK3,Other
SBK3-2,SBK3,Other
SBK3-3,SBK3,Other
SBK3-4,SBK3,Other
LOC100130880-1,LOC100130880,Other
LOC100130880-2,LOC100130880,Other
LOC100130880-3,LOC100130880,Other
LOC100130880-4,LOC100130880,Other
TSTD3-1,TSTD3,Other
TSTD3-2,TSTD3,Other
TSTD3-3,TSTD3,Other
TSTD3-4,TSTD3,Other
SMIM6-1,SMIM6,Other
SMIM6-2,SMIM6,Other
SMIM6-3,SMIM6,Other
SMIM6-4,SMIM6,Other
SYCE1L-1,SYCE1L,Other
SYCE1L-2,SYCE1L,Other
SYCE1L-3,SYCE1L,Other
SYCE1L-4,SYCE1L,Other
C6orf99-1,C6orf99,Other
C6orf99-2,C6orf99,Other
C6orf99-3,C6orf99,Other
C6orf99-4,C6orf99,Other
C7orf72-1,C7orf72,Other
C7orf72-2,C7orf72,Other
C7orf72-3,C7orf72,Other
C7orf72-4,C7orf72,Other
ZNF316-1,ZNF316,Other
ZNF316-2,ZNF316,Other
ZNF316-3,ZNF316,Other
ZNF316-4,ZNF316,Other
DPP9-AS1-1,DPP9-AS1,Other
DPP9-AS1-2,DPP9-AS1,Other
DPP9-AS1-3,DPP9-AS1,Other
DPP9-AS1-4,DPP9-AS1,Other
BSPH1-1,BSPH1,Other
BSPH1-2,BSPH1,Other
BSPH1-3,BSPH1,Other
BSPH1-4,BSPH1,Other
TSTD1-1,TSTD1,Other
TSTD1-2,TSTD1,Other
TSTD1-3,TSTD1,Other
TSTD1-4,TSTD1,Other
TMEM194B-1,TMEM194B,Other
TMEM194B-2,TMEM194B,Other
TMEM194B-3,TMEM194B,Other
TMEM194B-4,TMEM194B,Other
ANKRD63-1,ANKRD63,Other
ANKRD63-2,ANKRD63,Other
ANKRD63-3,ANKRD63,Other
ANKRD63-4,ANKRD63,Other
LOC100131303-1,LOC100131303,Other
LOC100131303-2,LOC100131303,Other
LOC100131303-3,LOC100131303,Other
LOC100131303-4,LOC100131303,Other
C11orf91-1,C11orf91,Other
C11orf91-2,C11orf91,Other
C11orf91-3,C11orf91,Other
C11orf91-4,C11orf91,Other
SP9-1,SP9,Other
SP9-2,SP9,Other
SP9-3,SP9,Other
SP9-4,SP9,Other
CD300LD-1,CD300LD,Other
CD300LD-2,CD300LD,Other
CD300LD-3,CD300LD,Other
CD300LD-4,CD300LD,Other
ZNF705E-1,ZNF705E,Other
ZNF705E-2,ZNF705E,Other
ZNF705E-3,ZNF705E,Other
ZNF705E-4,ZNF705E,Other
PRR23D1-1,PRR23D1,Other
PRR23D1-2,PRR23D1,Other
PRR23D1-3,PRR23D1,Other
PRR23D1-4,PRR23D1,Other
ARMCX4-1,ARMCX4,Other
ARMCX4-2,ARMCX4,Other
ARMCX4-3,ARMCX4,Other
ARMCX4-4,ARMCX4,Other
PET100-1,PET100,Other
PET100-2,PET100,Other
PET100-3,PET100,Other
PET100-4,PET100,Other
ZNF717-1,ZNF717,Other
ZNF717-2,ZNF717,Other
ZNF717-3,ZNF717,Other
ZNF717-4,ZNF717,Other
FAM196B-1,FAM196B,Other
FAM196B-2,FAM196B,Other
FAM196B-3,FAM196B,Other
FAM196B-4,FAM196B,Other
KRTAP25-1-1,KRTAP25-1,Other
KRTAP25-1-2,KRTAP25-1,Other
KRTAP25-1-3,KRTAP25-1,Other
KRTAP25-1-4,KRTAP25-1,Other
ZNF705G-1,ZNF705G,Other
ZNF705G-2,ZNF705G,Other
ZNF705G-3,ZNF705G,Other
ZNF705G-4,ZNF705G,Other
FOXO6-1,FOXO6,Other
FOXO6-2,FOXO6,Other
FOXO6-3,FOXO6,Other
FOXO6-4,FOXO6,Other
LOC100132146-1,LOC100132146,Other
LOC100132146-2,LOC100132146,Other
LOC100132146-3,LOC100132146,Other
LOC100132146-4,LOC100132146,Other
NPIPB5-1,NPIPB5,Other
NPIPB5-2,NPIPB5,Other
NPIPB5-3,NPIPB5,Other
NPIPB5-4,NPIPB5,Other
KRTAP4-9-1,KRTAP4-9,Other
KRTAP4-9-2,KRTAP4-9,Other
KRTAP4-9-3,KRTAP4-9,Other
KRTAP4-9-4,KRTAP4-9,Other
ZNF705B-1,ZNF705B,Other
ZNF705B-2,ZNF705B,Other
ZNF705B-3,ZNF705B,Other
ZNF705B-4,ZNF705B,Other
FAM157B-1,FAM157B,Other
FAM157B-2,FAM157B,Other
FAM157B-3,FAM157B,Other
FAM157B-4,FAM157B,Other
NBPF10-1,NBPF10,Other
NBPF10-2,NBPF10,Other
NBPF10-3,NBPF10,Other
NBPF10-4,NBPF10,Other
CLDN24-1,CLDN24,Other
CLDN24-2,CLDN24,Other
CLDN24-3,CLDN24,Other
CLDN24-4,CLDN24,Other
KRTAP4-7-1,KRTAP4-7,Other
KRTAP4-7-2,KRTAP4-7,Other
KRTAP4-7-3,KRTAP4-7,Other
KRTAP4-7-4,KRTAP4-7,Other
DPH3P1-1,DPH3P1,Other
DPH3P1-2,DPH3P1,Other
DPH3P1-3,DPH3P1,Other
DPH3P1-4,DPH3P1,Other
FAM159B-1,FAM159B,Other
FAM159B-2,FAM159B,Other
FAM159B-3,FAM159B,Other
FAM159B-4,FAM159B,Other
SMIM9-1,SMIM9,Other
SMIM9-2,SMIM9,Other
SMIM9-3,SMIM9,Other
SMIM9-4,SMIM9,Other
CXorf49B-1,CXorf49B,Other
CXorf49B-2,CXorf49B,Other
CXorf49B-3,CXorf49B,Other
CXorf49B-4,CXorf49B,Other
CXorf51B-1,CXorf51B,Other
CXorf51B-2,CXorf51B,Other
CXorf51B-3,CXorf51B,Other
CXorf51B-4,CXorf51B,Other
FAM25G-1,FAM25G,Other
FAM25G-2,FAM25G,Other
FAM25G-3,FAM25G,Other
FAM25G-4,FAM25G,Other
PRR23D2-1,PRR23D2,Other
PRR23D2-2,PRR23D2,Other
PRR23D2-3,PRR23D2,Other
PRR23D2-4,PRR23D2,Other
LOC100133267-1,LOC100133267,Other
LOC100133267-2,LOC100133267,Other
LOC100133267-3,LOC100133267,Other
LOC100133267-4,LOC100133267,Other
CD24-1,CD24,Other
CD24-2,CD24,Other
CD24-3,CD24,Other
CD24-4,CD24,Other
LOC100134391-1,LOC100134391,Other
LOC100134391-2,LOC100134391,Other
LOC100134391-3,LOC100134391,Other
LOC100134391-4,LOC100134391,Other
KCNJ18-1,KCNJ18,Other
KCNJ18-2,KCNJ18,Other
KCNJ18-3,KCNJ18,Other
KCNJ18-4,KCNJ18,Other
TEN1-1,TEN1,Other
TEN1-2,TEN1,Other
TEN1-3,TEN1,Other
TEN1-4,TEN1,Other
UPK3BL-1,UPK3BL,Other
UPK3BL-2,UPK3BL,Other
UPK3BL-3,UPK3BL,Other
UPK3BL-4,UPK3BL,Other
JMJD7-1,JMJD7,Other
JMJD7-2,JMJD7,Other
JMJD7-3,JMJD7,Other
JMJD7-4,JMJD7,Other
PLA2G4B-1,PLA2G4B,Other
PLA2G4B-2,PLA2G4B,Other
PLA2G4B-3,PLA2G4B,Other
PLA2G4B-4,PLA2G4B,Other
C17orf99-1,C17orf99,Other
C17orf99-2,C17orf99,Other
C17orf99-3,C17orf99,Other
C17orf99-4,C17orf99,Other
CTAGE8-1,CTAGE8,Other
CTAGE8-2,CTAGE8,Other
CTAGE8-3,CTAGE8,Other
CTAGE8-4,CTAGE8,Other
LOC100144595-1,LOC100144595,Other
LOC100144595-2,LOC100144595,Other
LOC100144595-3,LOC100144595,Other
LOC100144595-4,LOC100144595,Other
KLLN-1,KLLN,Other
KLLN-2,KLLN,Other
KLLN-3,KLLN,Other
KLLN-4,KLLN,Other
PATE3-1,PATE3,Other
PATE3-2,PATE3,Other
PATE3-3,PATE3,Other
PATE3-4,PATE3,Other
SRRM5-1,SRRM5,Other
SRRM5-2,SRRM5,Other
SRRM5-3,SRRM5,Other
SRRM5-4,SRRM5,Other
ERICH4-1,ERICH4,Other
ERICH4-2,ERICH4,Other
ERICH4-3,ERICH4,Other
ERICH4-4,ERICH4,Other
C17orf96-1,C17orf96,Other
C17orf96-2,C17orf96,Other
C17orf96-3,C17orf96,Other
C17orf96-4,C17orf96,Other
TOMM6-1,TOMM6,Other
TOMM6-2,TOMM6,Other
TOMM6-3,TOMM6,Other
TOMM6-4,TOMM6,Other
C5orf52-1,C5orf52,Other
C5orf52-2,C5orf52,Other
C5orf52-3,C5orf52,Other
C5orf52-4,C5orf52,Other
C2CD4D-1,C2CD4D,Other
C2CD4D-2,C2CD4D,Other
C2CD4D-3,C2CD4D,Other
C2CD4D-4,C2CD4D,Other
ARHGEF33-1,ARHGEF33,Other
ARHGEF33-2,ARHGEF33,Other
ARHGEF33-3,ARHGEF33,Other
ARHGEF33-4,ARHGEF33,Other
ERVV-2-1,ERVV-2,Other
ERVV-2-2,ERVV-2,Other
ERVV-2-3,ERVV-2,Other
ERVV-2-4,ERVV-2,Other
MEF2B-1,MEF2B,Other
MEF2B-2,MEF2B,Other
MEF2B-3,MEF2B,Other
MEF2B-4,MEF2B,Other
RASA4B-1,RASA4B,Other
RASA4B-2,RASA4B,Other
RASA4B-3,RASA4B,Other
RASA4B-4,RASA4B,Other
CMC4-1,CMC4,Other
CMC4-2,CMC4,Other
CMC4-3,CMC4,Other
CMC4-4,CMC4,Other
LOC100287036-1,LOC100287036,Other
LOC100287036-2,LOC100287036,Other
LOC100287036-3,LOC100287036,Other
LOC100287036-4,LOC100287036,Other
USP17L10-1,USP17L10,Other
USP17L10-2,USP17L10,Other
USP17L10-3,USP17L10,Other
USP17L10-4,USP17L10,Other
WASH1-1,WASH1,Other
WASH1-2,WASH1,Other
WASH1-3,WASH1,Other
WASH1-4,WASH1,Other
USP17L11-1,USP17L11,Other
USP17L11-2,USP17L11,Other
USP17L11-3,USP17L11,Other
USP17L11-4,USP17L11,Other
USP17L12-1,USP17L12,Other
USP17L12-2,USP17L12,Other
USP17L12-3,USP17L12,Other
USP17L12-4,USP17L12,Other
ZNF729-1,ZNF729,Other
ZNF729-2,ZNF729,Other
ZNF729-3,ZNF729,Other
ZNF729-4,ZNF729,Other
USP17L13-1,USP17L13,Other
USP17L13-2,USP17L13,Other
USP17L13-3,USP17L13,Other
USP17L13-4,USP17L13,Other
MANSC4-1,MANSC4,Other
MANSC4-2,MANSC4,Other
MANSC4-3,MANSC4,Other
MANSC4-4,MANSC4,Other
USP17L17-1,USP17L17,Other
USP17L17-2,USP17L17,Other
USP17L17-3,USP17L17,Other
USP17L17-4,USP17L17,Other
PRSS46-1,PRSS46,Other
PRSS46-2,PRSS46,Other
PRSS46-3,PRSS46,Other
PRSS46-4,PRSS46,Other
USP17L18-1,USP17L18,Other
USP17L18-2,USP17L18,Other
USP17L18-3,USP17L18,Other
USP17L18-4,USP17L18,Other
POTEB2-1,POTEB2,Other
POTEB2-2,POTEB2,Other
POTEB2-3,POTEB2,Other
POTEB2-4,POTEB2,Other
USP17L19-1,USP17L19,Other
USP17L19-2,USP17L19,Other
USP17L19-3,USP17L19,Other
USP17L19-4,USP17L19,Other
USP17L20-1,USP17L20,Other
USP17L20-2,USP17L20,Other
USP17L20-3,USP17L20,Other
USP17L20-4,USP17L20,Other
USP17L21-1,USP17L21,Other
USP17L21-2,USP17L21,Other
USP17L21-3,USP17L21,Other
USP17L21-4,USP17L21,Other
SMKR1-1,SMKR1,Other
SMKR1-2,SMKR1,Other
SMKR1-3,SMKR1,Other
SMKR1-4,SMKR1,Other
USP17L22-1,USP17L22,Other
USP17L22-2,USP17L22,Other
USP17L22-3,USP17L22,Other
USP17L22-4,USP17L22,Other
ANKRD66-1,ANKRD66,Other
ANKRD66-2,ANKRD66,Other
ANKRD66-3,ANKRD66,Other
ANKRD66-4,ANKRD66,Other
TTC34-1,TTC34,Other
TTC34-2,TTC34,Other
TTC34-3,TTC34,Other
TTC34-4,TTC34,Other
TIMM23-1,TIMM23,Other
TIMM23-2,TIMM23,Other
TIMM23-3,TIMM23,Other
TIMM23-4,TIMM23,Other
NBPF20-1,NBPF20,Other
NBPF20-2,NBPF20,Other
NBPF20-3,NBPF20,Other
NBPF20-4,NBPF20,Other
KRTAP22-2-1,KRTAP22-2,Other
KRTAP22-2-2,KRTAP22-2,Other
KRTAP22-2-3,KRTAP22-2,Other
KRTAP22-2-4,KRTAP22-2,Other
KRTAP21-3-1,KRTAP21-3,Other
KRTAP21-3-2,KRTAP21-3,Other
KRTAP21-3-3,KRTAP21-3,Other
KRTAP21-3-4,KRTAP21-3,Other
NPIPA5-1,NPIPA5,Other
NPIPA5-2,NPIPA5,Other
NPIPA5-3,NPIPA5,Other
NPIPA5-4,NPIPA5,Other
ERVMER34-1-1,ERVMER34-1,Other
ERVMER34-1-2,ERVMER34-1,Other
ERVMER34-1-3,ERVMER34-1,Other
ERVMER34-1-4,ERVMER34-1,Other
MTRNR2L7-1,MTRNR2L7,Other
MTRNR2L7-2,MTRNR2L7,Other
MTRNR2L7-3,MTRNR2L7,Other
MTRNR2L7-4,MTRNR2L7,Other
USP17L15-1,USP17L15,Other
USP17L15-2,USP17L15,Other
USP17L15-3,USP17L15,Other
USP17L15-4,USP17L15,Other
WI2-2373I1.2-1,WI2-2373I1.2,Other
WI2-2373I1.2-2,WI2-2373I1.2,Other
WI2-2373I1.2-3,WI2-2373I1.2,Other
WI2-2373I1.2-4,WI2-2373I1.2,Other
DUX4-1,DUX4,Other
DUX4-2,DUX4,Other
DUX4-3,DUX4,Other
DUX4-4,DUX4,Other
LIMS3L-1,LIMS3L,Other
LIMS3L-2,LIMS3L,Other
LIMS3L-3,LIMS3L,Other
LIMS3L-4,LIMS3L,Other
TMEM239-1,TMEM239,Other
TMEM239-2,TMEM239,Other
TMEM239-3,TMEM239,Other
TMEM239-4,TMEM239,Other
FRG2C-1,FRG2C,Other
FRG2C-2,FRG2C,Other
FRG2C-3,FRG2C,Other
FRG2C-4,FRG2C,Other
CLDN34-1,CLDN34,Other
CLDN34-2,CLDN34,Other
CLDN34-3,CLDN34,Other
CLDN34-4,CLDN34,Other
TSPY10-1,TSPY10,Other
TSPY10-2,TSPY10,Other
TSPY10-3,TSPY10,Other
TSPY10-4,TSPY10,Other
GS1-259H13.2-1,GS1-259H13.2,Other
